utterance,target
What is the highest maint value in the car dataset? ,"max ( data = car , var1 = 'maint' )"
Find the highest maint value in the car dataset. ,"max ( data = car , var1 = 'maint' )"
Tell me the highest maint value in the car dataset. ,"max ( data = car , var1 = 'maint' )"
What is the lowest maint value in the car dataset? ,"min ( data = car , var1 = 'maint' )"
Find the lowest maint value in the car dataset. ,"min ( data = car , var1 = 'maint' )"
Tell me the lowest maint value in the car dataset. ,"min ( data = car , var1 = 'maint' )"
What is the correlation between maint and in the car dataset? ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Find the correlation between maint and doors in the car dataset. ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Tell me the correlation between maint and doors in the car dataset. ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
How does doors respond to a change in maint in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
How strong is the linear relationship between doors and maint in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Can a change in maint predict a change in doors in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Predict the doors level when the maint is -2.112743613781902 in the car dataset. ,"lr_pred ( model = linreg, newdata = { 'maint' : -2.112743613781902 } ) )"
What is the doors when the maint is 48.11874080530302 in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'maint' : 48.11874080530302 } ) )"
What would the doors be given a maint of -47.257829783835724 in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'maint' : -47.257829783835724 } ) )"
What's the average maint in the car dataset? ,"mean ( data = car , var1 = 'maint' )"
Of the listed maint what is the mean in the car dataset? ,"mean ( data = car , var1 = 'maint' )"
What is the mean maint in the car dataset? ,"mean ( data = car , var1 = 'maint' )"
Give the average maint in the car dataset.,"mean ( data = car , var1 = 'maint' )"
Tell me the average maint in the car dataset.,"mean ( data = car , var1 = 'maint' )"
"Of the listed maint values, which is the highest in the car dataset? ","max ( data = car , var1 = 'maint' )"
What is the highest maint listed in the car dataset? ,"max ( data = car , var1 = 'maint' )"
Which listed maint is the greatest in the car data? ,"max ( data = car , var1 = 'maint' )"
Give me the highest maint value in the car dataset.,"max ( data = car , var1 = 'maint' )"
What is the highest maint value in the car ? ,"max ( data = car , var1 = 'maint' )"
What's the highest maint value in the car dataset? ,"max ( data = car , var1 = 'maint' )"
"Of the listed maint values, which is the lowest in the car dataset? ","min ( data = car , var1 = 'maint' )"
What is the lowest maint listed in the car dataset? ,"min ( data = car , var1 = 'maint' )"
Which listed maint is the least in the car dataset? ,"min ( data = car , var1 = 'maint' )"
Give me the lowest maint value in the car dataset.,"min ( data = car , var1 = 'maint' )"
What is the lowest maint value in the car dataset? ,"min ( data = car , var1 = 'maint' )"
What's the lowest maint value in the car dataset? ,"min ( data = car , var1 = 'maint' )"
What is the actual maint and doors in the car dataset? ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Give me the actual maint and doors in the car dataset.,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
"Tell me what doors is outside, and what's the actual maint in the car dataset? ","corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
"What doors does it feel like outside, and tell me the actual maint in the car dataset.","corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Is the doors higher than the actual maint (and vice-versa) in the car dataset? ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
By how much is the doors higher than the actual maint (and vice-versa) in the car dataset? ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
What's the relationship between maint and doors in car ?,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
How correlated are maint and doors in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
How are maint and doors correlated in the car ? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
To what extent are maint and doors in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
What's the doors at maint = -7.040704907758737 degrees in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'maint' : -7.040704907758737 } ) )"
"At maint = -84.03454832973705 degrees, what's the predicted doors in the car dataset? ","lr_pred ( model = linreg, newdata = { 'maint' : -84.03454832973705 } ) )"
What is the doors at the current maint in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'maint' : -84.03454832973705 } ) )"
What is the doors at the predicted maint at 83.68964436676353 pm in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'maint' : 83.68964436676353 } ) )"
"At maint is -83.55249846866872 degrees, what will the doors be in the car dataset? ","lr_pred ( model = linreg, newdata = { 'maint' : -83.55249846866872 } ) )"
what is the average maint in the car dataset? ,"mean ( data = car , var1 = 'maint' )"
what's the mean maint in the car dataset? ,"mean ( data = car , var1 = 'maint' )"
how is the maint usually in the car dataset? ,"mean ( data = car , var1 = 'maint' )"
what is the typical maint in the car dataset? ,"mean ( data = car , var1 = 'maint' )"
how hot does maint get in the car dataset? ,"max ( data = car , var1 = 'maint' )"
how hot has maint ever gotten in the car dataset? ,"max ( data = car , var1 = 'maint' )"
what is the highest maint recorded in the car dataset? ,"max ( data = car , var1 = 'maint' )"
how cold does maint get in the car dataset? ,"min ( data = car , var1 = 'maint' )"
what's the coldest maint has ever been in the car dataset? ,"min ( data = car , var1 = 'maint' )"
what is the lowest maint recorded in the car dataset? ,"min ( data = car , var1 = 'maint' )"
does the doors like what was forecasted as a maint in the car dataset? ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
to what extent does the doors forecasted match the actual maint in the car dataset? ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
is the maint accurate to how it feels doors in the car dataset? ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
what is the relationship between maint and doors in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
how does maint affect doors in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
is maint correlated with doors in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
"when maint is -19.463086801224392 degrees , what will the doors be in the car dataset?  ","lr_pred ( model = linreg, newdata = { 'maint' : -19.463086801224392 } ) )"
what will the doors be when maint is -75.95741813814564 degrees in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'maint' : -75.95741813814564 } ) )"
can I have the forecasted doors level for when it's maint is 91.58129916856745 degrees in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'maint' : 91.58129916856745 } ) )"
what is the average maint in the car dataset? ,"mean ( data = car , var1 = 'maint' )"
what is the highest maint recorded in the car dataset? ,"max ( data = car , var1 = 'maint' )"
what is the lowest maint recorded in the car dataset? ,"min ( data = car , var1 = 'maint' )"
is there a correlation beteeen maint and doors in the car dataset? ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
is there a linear relationship between maint and doors in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
what is your prediction of doors when the maint is 21.02469524421828 in car data.,"lr_pred ( model = linreg, newdata = { 'maint' : 21.02469524421828 } ) )"
What is the average maint in the car dataset? ,"mean ( data = car , var1 = 'maint' )"
What's the average maint today in the car dataset? ,"mean ( data = car , var1 = 'maint' )"
Could you check the average maint today in the car dataset? ,"mean ( data = car , var1 = 'maint' )"
What is the highest maint value in the car dataset? ,"max ( data = car , var1 = 'maint' )"
What's the highest maint today in the car dataset? ,"max ( data = car , var1 = 'maint' )"
How high does the maint go in the car dataset? ,"max ( data = car , var1 = 'maint' )"
What is the lowest maint value in the car dataset? ,"min ( data = car , var1 = 'maint' )"
What is the lowest maint today in the car dataset? ,"min ( data = car , var1 = 'maint' )"
What is the coldest maint today in the car dataset? ,"min ( data = car , var1 = 'maint' )"
What is the correlation between maint and doors in the car dataset? ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
what is the relationship between maint and doors in the car dataset? ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Do you see any correlation between maint and doors in the car dataset? ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
What is the linear relationship of maint and doors in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Do you notice any linear relationship between maint and doors in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Look for a linear relationship between maint and doors in the car dataset.,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
What is your prediction of doors when maint is -84.74675467842327 in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'maint' : -84.74675467842327 } ) )"
Predict the doors when maint is 3.947053425532914 in the car data.,"lr_pred ( model = linreg, newdata = { 'maint' : 3.947053425532914 } ) )"
What do you think the doors should be when the maint is -81.15836492059611 in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'maint' : -81.15836492059611 } ) )"
Can you take the average of all comfort in the car data base ,"mean ( data = car , var1 = 'comfort' )"
Please find the coldest comfort in the car data base ,"min ( data = car , var1 = 'comfort' )"
Find the hottest comfort in the car database ,"max ( data = car , var1 = 'comfort' )"
What is the correlation between comfort and persons in the database in the car dataset.,"corr ( data = car , var1 = 'comfort' , var2 = 'persons' )"
Find a linear regression between persons and comfort in car data.,"lr ( data = car , var1 = 'comfort' , var2 = 'persons' )"
Based on the regression can you find the predicted value using linreg when comfort is -64.83262750861397 degrees in car data,"lr_pred ( model = linreg, newdata = { 'comfort' : -64.83262750861397 } ) )"
What's the average of comfort in the car dataset? ,"mean ( data = car , var1 = 'comfort' )"
What's mean of the comfort in the car data set,"mean ( data = car , var1 = 'comfort' )"
What's the average comfort in in the car dataset? ,"mean ( data = car , var1 = 'comfort' )"
What's the lowest comfort in car,"max ( data = car , var1 = 'comfort' )"
What's the minimum comfort of all comfort in the car dataset? ,"max ( data = car , var1 = 'comfort' )"
What's the coldest comfort in the car dataset? ,"min ( data = car , var1 = 'comfort' )"
What's the highest comfort in car in the car data,"min ( data = car , var1 = 'comfort' )"
What's the max comfort of all comfort in the car,"max ( data = car , var1 = 'comfort' )"
What's the hottest comfort in the car dataset? ,"max ( data = car , var1 = 'comfort' )"
What's the correlation between comfort and persons in the car dataset? ,"corr ( data = car , var1 = 'comfort' , var2 = 'persons' )"
