"utterance","targets"
cor between persons with safety in car,"corr ( data = car, var1 = persons , var2 = safety )"
scatterplot of persons with lug_boot in car data,"scatterplot ( data = car, var1 = persons , var2 = lug_boot )"
scatter plot between persons with safety in car dataset,"scatterplot ( data = car, var1 = persons , var2 = safety )"
store car df  and store in variable ,load ( data = car )
load car df  and store in variable a,load ( data = car )
load car df  and store in variable df,load ( data = car )
load car dataset  and store in variable {data}df,load ( data = car )
var of lug_boot in car,"variance ( data = car , var1 = lug_boot )"
range of lug_boot in car df,"ranges ( data = car , var1 = lug_boot )"
distribution of the lug_boot in car,"histogram ( data = car , var1 = lug_boot )"
cor of lug_boot in car df,"corr ( data = car , var1 = lug_boot )"
quantity of the lug_boot in car,"summation ( data = car , var1 = lug_boot )"
spans of the lug_boot in car df,"ranges ( data = car , var1 = lug_boot )"
correlation of lug_boot in car data,"corr ( data = car , var1 = lug_boot )"
maximum of the lug_boot in car,"maximum ( data = car , var1 = lug_boot )"
correlation of the lug_boot in car,"corr ( data = car , var1 = lug_boot )"
spans of the lug_boot in car,"ranges ( data = car , var1 = lug_boot )"
amount of lug_boot in car,"summation ( data = car , var1 = lug_boot )"
max of lug_boot in car dataset,"maximum ( data = car , var1 = lug_boot )"
standard deviation of lug_boot in car dataset,"std ( data = car , var1 = lug_boot )"
std of lug_boot in car df,"std ( data = car , var1 = lug_boot )"
sparsity of lug_boot in car dataset,"variance ( data = car , var1 = lug_boot )"
aggregate of the lug_boot in car data,"summation ( data = car , var1 = lug_boot )"
sparsity of lug_boot in car dataset,"std ( data = car , var1 = lug_boot )"
hist of the lug_boot in car df,"histogram ( data = car , var1 = lug_boot )"
sum of the lug_boot in car df,"summation ( data = car , var1 = lug_boot )"
max of lug_boot in car,"maximum ( data = car , var1 = lug_boot )"
standard deviation of car,std ( data = car )
How many entries  lug_boot higher than or same as 58.02068132719717 ,"greater_eq ( data = car , var1 = lug_boot , val = 58.02068132719717 )"
Number of entries where lug_boot greater than -74.71835055592153 data,"greater ( data = car , var1 = lug_boot , val = -74.71835055592153 )"
How many entries  lug_boot  <  -80.44659174466881 ,"less ( data = car , var1 = lug_boot , val = -80.44659174466881 )"
Number of entries where lug_boot less than -97.64997081805049 df,"less ( data = car , var1 = lug_boot , val = -97.64997081805049 )"
How many entries with lug_boot greater than or same as 71.97190569200166 df,"greater_eq ( data = car , var1 = lug_boot , val = 71.97190569200166 )"
Number of info  lug_boot greater than 51.503442495838954 ,"greater ( data = car , var1 = lug_boot , val = 51.503442495838954 )"
Number of rows where lug_boot higher than or same as 49.56791232076003 df,"greater_eq ( data = car , var1 = lug_boot , val = 49.56791232076003 )"
Number of info with lug_boot equal to -55.82301672299137 ,"equal ( data = car , var1 = lug_boot , val = -55.82301672299137 )"
How many data with lug_boot bigger than -91.91339273791068 ,"greater ( data = car , var1 = lug_boot , val = -91.91339273791068 )"
How many info  lug_boot  ==  80.82510602486013 data,"equal ( data = car , var1 = lug_boot , val = 80.82510602486013 )"
Number of rows where lug_boot higher than or equal to 52.57175454866561 data,"greater_eq ( data = car , var1 = lug_boot , val = 52.57175454866561 )"
How many entries  lug_boot is -39.21810937578438 data,"equal ( data = car , var1 = lug_boot , val = -39.21810937578438 )"
Number of data with lug_boot  <=  -88.50561698534945 ,"less_eq ( data = car , var1 = lug_boot , val = -88.50561698534945 )"
How many data  lug_boot bigger than -85.24534978622378 dataset,"greater ( data = car , var1 = lug_boot , val = -85.24534978622378 )"
How many data  lug_boot  >=  54.904175338000414 dataset,"greater_eq ( data = car , var1 = lug_boot , val = 54.904175338000414 )"
How many rows  lug_boot >= -19.624536307818914 df,"greater_eq ( data = car , var1 = lug_boot , val = -19.624536307818914 )"
corr between lug_boot and buying in car,"corr ( data = car, var1 = lug_boot , var2 = buying )"
corr of lug_boot and buying in car data,"corr ( data = car, var1 = lug_boot , var2 = buying )"
corr between lug_boot and buying in car dataset,"corr ( data = car, var1 = lug_boot , var2 = buying )"
cor of lug_boot and persons in car dataset,"corr ( data = car, var1 = lug_boot , var2 = persons )"
corr between lug_boot with safety in car df,"corr ( data = car, var1 = lug_boot , var2 = safety )"
scatter plot of lug_boot with doors in car data,"scatterplot ( data = car, var1 = lug_boot , var2 = doors )"
scatterplot between lug_boot with comfort in car df,"scatterplot ( data = car, var1 = lug_boot , var2 = comfort )"
scatterplot of lug_boot and persons in car,"scatterplot ( data = car, var1 = lug_boot , var2 = persons )"
store car dataset  and store in variable d,load ( data = car )
load car dataset  in ,load ( data = car )
store car df  in a,load ( data = car )
store car df  in {data}_df,load ( data = car )
histogram of safety in car,"histogram ( data = car , var1 = safety )"
sparsity of safety in car df,"std ( data = car , var1 = safety )"
minimum of safety in car,"minimum ( data = car , var1 = safety )"
largest of safety in car df,"maximum ( data = car , var1 = safety )"
histogram of the safety in car,"histogram ( data = car , var1 = safety )"
variance of safety in car data,"variance ( data = car , var1 = safety )"
sum of the safety in car data,"summation ( data = car , var1 = safety )"
deviation of the safety in car data,"std ( data = car , var1 = safety )"
std of safety in car,"std ( data = car , var1 = safety )"
span of safety in car dataset,"ranges ( data = car , var1 = safety )"
distribution of safety in car df,"histogram ( data = car , var1 = safety )"
maximum of the safety in car,"maximum ( data = car , var1 = safety )"
quantile of safety in car df,"quantile ( data = car , var1 = safety )"
quantity of the safety in car,"summation ( data = car , var1 = safety )"
typical of the safety in car data,"mean ( data = car , var1 = safety )"
typical of safety in car dataset,"mean ( data = car , var1 = safety )"
typical of safety in car dataset,"mean ( data = car , var1 = safety )"
sd of safety in car df,"std ( data = car , var1 = safety )"
standard deviation of the safety in car dataset,"std ( data = car , var1 = safety )"
deviation of the safety in car dataset,"std ( data = car , var1 = safety )"
std of car,std ( data = car )
Number of info where safety greater than or same as -52.41220010258285 df,"greater_eq ( data = car , var1 = safety , val = -52.41220010258285 )"
Number of data with safety smaller than -83.78826270672471 dataset,"less ( data = car , var1 = safety , val = -83.78826270672471 )"
How many info  safety  <=  -55.92970440421227 data,"less_eq ( data = car , var1 = safety , val = -55.92970440421227 )"
How many info with safety bigger than -15.637294929866826 dataset,"greater ( data = car , var1 = safety , val = -15.637294929866826 )"
How many rows where safety higher than or equal to 41.85940109899724 ,"greater_eq ( data = car , var1 = safety , val = 41.85940109899724 )"
How many info  safety bigger than or same as -89.22217003888 data,"greater_eq ( data = car , var1 = safety , val = -89.22217003888 )"
Number of info where safety  <  -26.077340548081523 dataset,"less ( data = car , var1 = safety , val = -26.077340548081523 )"
How many entries with safety  <  -55.494462080407224 ,"less ( data = car , var1 = safety , val = -55.494462080407224 )"
How many data with safety lower than or same as 51.70857114228639 dataset,"less_eq ( data = car , var1 = safety , val = 51.70857114228639 )"
How many entries with safety <= 32.94546232357973 ,"less_eq ( data = car , var1 = safety , val = 32.94546232357973 )"
How many entries where safety smaller than or same as 55.43572849446713 ,"less_eq ( data = car , var1 = safety , val = 55.43572849446713 )"
How many rows where safety bigger than or equal to 54.70902556451179 dataset,"greater_eq ( data = car , var1 = safety , val = 54.70902556451179 )"
Number of data with safety lower than or equal to -76.02977119220418 df,"less_eq ( data = car , var1 = safety , val = -76.02977119220418 )"
Number of info with safety  <  87.3805576603092 ,"less ( data = car , var1 = safety , val = 87.3805576603092 )"
How many entries where safety greater than or same as -46.05677712904741 df,"greater_eq ( data = car , var1 = safety , val = -46.05677712904741 )"
Number of rows where safety higher than 86.50275792271628 dataset,"greater ( data = car , var1 = safety , val = 86.50275792271628 )"
corr between safety with maint in car,"corr ( data = car, var1 = safety , var2 = maint )"
corr between safety with maint in car dataset,"corr ( data = car, var1 = safety , var2 = maint )"
scatterplot between safety and maint in car,"scatterplot ( data = car, var1 = safety , var2 = maint )"
scatterplot between safety with comfort in car,"scatterplot ( data = car, var1 = safety , var2 = comfort )"
scatter plot between safety with maint in car dataset,"scatterplot ( data = car, var1 = safety , var2 = maint )"
scatter plot of safety and maint in car,"scatterplot ( data = car, var1 = safety , var2 = maint )"
scatterplot between safety with comfort in car,"scatterplot ( data = car, var1 = safety , var2 = comfort )"
scatterplot of safety with buying in car dataset,"scatterplot ( data = car, var1 = safety , var2 = buying )"
load car   and store in a,load ( data = car )
load car data ,load ( data = car )
load car df  and store in variable d,load ( data = car )
store car   and store in d,load ( data = car )
sparsity of the radius in breast_cancer data,"variance ( data = breast_cancer , var1 = radius )"
typical of the radius in breast_cancer dataset,"mean ( data = breast_cancer , var1 = radius )"
max of radius in breast_cancer,"maximum ( data = breast_cancer , var1 = radius )"
ranges of the radius in breast_cancer data,"ranges ( data = breast_cancer , var1 = radius )"
max of radius in breast_cancer,"maximum ( data = breast_cancer , var1 = radius )"
largest of the radius in breast_cancer data,"maximum ( data = breast_cancer , var1 = radius )"
sd of radius in breast_cancer data,"std ( data = breast_cancer , var1 = radius )"
range of the radius in breast_cancer df,"ranges ( data = breast_cancer , var1 = radius )"
cor of radius in breast_cancer,"corr ( data = breast_cancer , var1 = radius )"
var of the radius in breast_cancer data,"variance ( data = breast_cancer , var1 = radius )"
min of radius in breast_cancer,"minimum ( data = breast_cancer , var1 = radius )"
histogram of radius in breast_cancer dataset,"histogram ( data = breast_cancer , var1 = radius )"
sum of radius in breast_cancer,"summation ( data = breast_cancer , var1 = radius )"
amount of the radius in breast_cancer dataset,"summation ( data = breast_cancer , var1 = radius )"
largest of the radius in breast_cancer df,"maximum ( data = breast_cancer , var1 = radius )"
range of the radius in breast_cancer,"ranges ( data = breast_cancer , var1 = radius )"
range of radius in breast_cancer,"ranges ( data = breast_cancer , var1 = radius )"
min of radius in breast_cancer df,"minimum ( data = breast_cancer , var1 = radius )"
boxplot of the radius in breast_cancer df,"boxplot ( data = breast_cancer , var1 = radius )"
mean of radius in breast_cancer df,"mean ( data = breast_cancer , var1 = radius )"
