"Sex","Length","Diameter","Height","Whole.weight","Shucked.weight","Viscera.weight","Shell.weight","Rings"
"F",640,485,145,1133.5,552.5,250.5,301.5,11
"F",640,500,150,1201.5,559,231,335.5,9
"M",650,505,170,1559.5,695,351.5,395,11
"M",650,510,175,1316.5,634.5,260.5,364,12
"M",655,540,165,1403,695.5,238.5,420,11
"F",655,490,160,1204,545.5,261.5,322.5,9
"F",655,455,170,1289.5,587,316.5,341.5,11
"F",660,530,180,1517.5,776.5,302,401,10
"M",665,525,155,1357.5,532.5,304.5,448.5,10
"M",675,520,145,1364.5,557,340.5,385,11
"F",680,520,185,1494,615,393.5,406,11
"F",680,560,195,1664,580,385.5,545,11
"M",685,510,165,1545,686,377.5,405.5,10
"F",695,535,200,1585.5,667,334,471,11
"F",700,555,220,1666,647,428.5,455,11
"M",710,560,175,1724,566,457.5,462.5,13
"F",730,550,205,1908,541.5,356.5,596.5,14
"F",755,575,200,2073,1013.5,465.5,480,11
"I",225,170,50,51.5,19,12,17,4
"I",230,170,50,57,26,13,16,5
"I",255,185,60,92.5,39,21,25,6
"I",355,270,75,204,304.5,46,59.5,7
"I",425,310,95,307.5,139,74.5,93,7
"I",425,320,85,262,123.5,67,72.5,8
"M",455,350,110,458,200,111,130.5,8
"M",460,355,140,491,207,115,174,10
"M",495,380,120,474,197,106.5,154.5,10
"M",510,395,125,580.5,244,133.5,188,11
"F",520,430,150,728,302,157.5,235,11
"M",525,400,130,622,265.5,147,184,9
"M",530,415,120,706,335.5,163.5,134.5,9
"F",530,395,115,568.5,249,137.5,161,9
"M",545,435,145,938.5,368.5,124.5,345,11
"F",550,430,150,655,263.5,122,221,8
"M",575,480,150,946.5,435.5,260.5,250.5,9
"M",580,430,125,911.5,446,207.5,121,10
"M",595,455,145,942,430,182,277,11
"M",600,465,180,1193,514.5,315,305.5,8
"M",645,500,180,1461,598.5,242.5,439,11
"M",660,525,200,1489,606.5,379.5,421,10
"I",290,215,60,111.5,53,18.5,32,5
"I",300,220,65,123.5,59,26,31.5,5
"I",370,275,100,281.5,150.5,50.5,68,5
"I",375,285,80,226,97.5,40,72.5,7
"I",380,290,85,228.5,88,46.5,75,7
"I",395,300,120,299.5,126.5,68,89.5,8
"I",410,325,105,361,160.5,66.5,103,8
"I",415,320,115,304.5,121.5,73.5,94,7
"I",425,325,105,397.5,181.5,81,117.5,7
"I",440,340,100,379,172.5,81.5,101,7
"I",440,340,120,499.5,296.5,94.5,118.5,6
"M",465,405,135,777.5,436,171.5,145.5,10
"F",470,360,100,470.5,163.5,89,138.5,8
"M",510,415,145,751,329.5,183.5,203,8
"F",525,400,135,714,318,138,208,10
"F",525,400,130,699.5,311.5,131,223,9
"F",550,425,140,952,489.5,194.5,218.5,7
"M",560,420,150,875.5,440,196.5,231.5,8
"M",575,450,135,921.5,354,209,236.5,9
"F",575,450,135,828.5,362,165.5,236,10
"M",585,460,150,1206,581,216,323,10
"M",615,495,155,1286.5,435,293,324.5,11
"F",620,485,155,1194.5,510.5,271,352,9
"F",630,495,190,1165.5,536,211.5,162.5,10
"F",630,490,170,1215.5,462.5,204.5,310.5,10
"M",670,515,165,1173.5,526,285,316,11
"M",675,505,160,1532,740,357,381.5,11
"F",685,530,170,1510.5,738.5,352.5,372.5,10
"F",485,390,100,556.5,221.5,115.5,185,9
"M",460,360,125,547,216.5,110.5,190,8
"M",460,350,125,516.5,188.5,114.5,185,9
"M",535,420,125,764,312,150.5,265,11
"M",465,360,105,488,188,84.5,190,10
"M",510,400,140,690.5,259,151,230,10
"I",335,260,90,183.5,78,24,65,11
"M",550,425,160,970,288.5,139,480,20
"I",180,135,80,33,14.5,7,10,5
"I",215,165,55,59,26.5,12.5,18.5,5
"I",200,150,40,46,21,7,6.5,4
"F",625,480,200,1323.5,607.5,305.5,355,9
"M",550,420,170,846.5,336,240.5,245,13
"M",585,450,150,1047,431.5,276,315,14
"F",645,500,180,1278.5,534.5,299.5,345,13
"F",710,530,195,1874.5,675.5,406.5,685.5,12
"F",700,540,215,1978,667.5,312.5,710,24
"F",655,505,165,1367,583.5,351.5,396,10
"F",665,500,175,1742,595,302.5,725,21
"F",470,375,105,513,232,142,130,11
"M",425,335,100,408.5,175.5,92,135,9
"M",540,410,130,560,237.5,106.5,175,7
"M",505,395,125,635,290,155.5,175,9
"M",535,440,165,875,279,180,300,10
"F",430,350,90,397,157.5,89,120,9
"M",550,435,110,806,341.5,203,215,9
"F",340,255,85,204,97,21,50,6
"I",275,200,65,116.5,56.5,13,35,7
"F",335,220,70,170,76,36.5,50,6
"M",640,490,140,1194,444.5,238,375,15
"F",550,440,125,765,330,212.5,245,9
"F",640,475,190,1151,436.5,281,380.5,13
"F",545,410,115,676.5,290,158,220,9
"F",640,540,175,1571,627,271,475,18
"M",605,490,155,1153,503,250.5,295,15
"M",605,470,115,1114,392.5,291,310,15
"M",560,450,155,912.5,359.5,271,350,10
"F",570,465,155,872,324.5,239,285,14
"M",525,405,160,792,316,145.5,280,13
"F",505,405,180,606,239,123.5,180,11
"M",350,265,90,226.5,99.5,57.5,65,6
"M",450,355,120,395.5,147,76.5,145,9
"I",510,405,120,610,229,131,235,11
"F",490,380,130,539,229,135.5,165,12
"F",505,410,135,657,291,133,195,15
"M",380,300,100,250.5,106,53.5,77.5,8
"I",270,195,70,102,45,13.5,34,8
"F",370,295,100,268.5,116.5,56,83.5,7
"M",500,385,135,551,224.5,71.5,206,11
"M",645,505,165,1307,433.5,262,520,10
"M",565,440,115,918.5,404,178.5,290,11
"F",670,545,175,1707,699.5,387,575,13
"F",590,415,150,880.5,364.5,234,235,11
"F",470,360,110,496.5,237,127,130,6
"F",510,385,135,632,282,145,170,8
"M",720,575,230,2269.5,883.5,398.5,665,16
"M",550,405,150,923.5,412,213.5,240,7
"I",200,145,25,34.5,11,7.5,10,5
"M",650,515,180,1331.5,566.5,347,405,13
"F",525,405,115,720,310.5,191.5,200,14
"M",565,435,185,1032,354,204.5,310,20
"F",610,470,160,1017,426,225.5,320,12
"F",545,405,175,980,258.5,207,380,18
"I",325,245,75,149.5,60.5,33,45,5
"I",310,235,75,151.5,56,31.5,50,7
"M",450,335,140,478,186.5,115,160,11
"F",490,380,155,578,239.5,125.5,180,9
"F",505,405,160,683.5,271,145,215,10
"F",385,300,100,272.5,111.5,57,80,6
"F",620,485,220,1511,509.5,284,510,17
"F",635,505,185,1303.5,501,295,410,17
"F",665,530,185,1395.5,456,320.5,490,15
"M",335,265,95,197.5,79.5,37.5,70,9
"I",295,215,75,116,37,29.5,40,8
"I",480,380,125,523,210.5,104.5,175,15
"I",320,250,80,156.5,57,34,60,9
"I",430,340,125,384,137.5,61,146,14
"M",565,450,140,1005.5,378.5,244,265,12
"F",600,480,165,1134.5,453.5,270,335,10
"F",585,460,170,1083.5,374.5,326,325,14
"F",555,420,140,868,330,243,210,13
"F",570,495,160,1091.5,452,275,315,14
"F",620,485,175,1271,531,307.5,370,11
"M",630,510,190,1498.5,412.5,307.5,545,16
"M",425,340,120,388,149,87,125,10
"F",640,505,190,1235.5,443.5,310.5,365,14
"M",675,525,175,1402,483,320.5,465,16
"M",500,400,145,602.5,216,138,210,11
"M",385,305,90,277.5,109,51.5,100,9
"M",520,435,195,973,298.5,213.5,355,18
"M",520,415,175,753,258,171,255,8
"M",640,525,200,1376.5,440,307.5,470,16
"I",440,350,120,375,142.5,96.5,115,9
"F",420,320,130,413.5,164.5,106,119,10
"F",450,350,135,560,231,137,145,13
"I",420,325,125,391.5,157.5,102.5,115,9
"F",640,505,190,1276.5,483.5,328,400,12
"M",570,455,150,960,387,238.5,275,11
"M",410,325,120,374.5,158,81,125,12
"M",485,410,150,696,240.5,162.5,265,13
"F",610,480,190,1295.5,521.5,322.5,365,12
"F",590,485,205,1231.5,452.5,238,420,13
"M",665,535,155,1383,596,256.5,485,14
"I",345,285,100,222.5,86.5,58,75,8
"M",635,510,155,1156,428,289,315,18
"M",695,530,150,1477,637.5,302.5,430,14
"F",690,540,185,1571.5,693.5,318,470,15
"M",555,435,135,858,377,158.5,290,15
"M",650,525,190,1499.5,626.5,400.5,395,14
"M",635,480,190,1467,582.5,303,420,15
"F",655,510,160,1092,396,282.5,370,14
"F",690,555,205,1816.5,778.5,439.5,515,19
"F",695,550,160,1636.5,694,300.5,440,13
"M",550,435,160,906,342,219,295,13
"F",610,495,190,1213,464,306,365,15
"M",595,500,165,1060,402,280,275,11
"M",300,240,90,161,72.5,39,50,6
"F",435,350,125,459,197,114.5,145,9
"I",455,375,125,533,233,106,185,8
"M",480,380,130,617.5,300,142,175,12
"I",430,350,105,366,170.5,85.5,110,6
"F",435,350,105,419.5,194,100.5,130,7
"I",300,230,75,150,60.5,42,45,5
"F",575,480,150,874.5,375,193,290,12
"M",505,385,110,655,318.5,150,185,9
"M",455,375,125,484,215.5,102,165,7
"M",640,505,165,1443.5,614.5,303.5,390,18
"F",560,435,125,877.5,334.5,214.5,290,13
"F",645,520,190,1310.5,580,288,370,12
"F",595,485,145,1251.5,503.5,292.5,330,14
"M",565,450,115,908.5,398,197,290,17
"F",655,500,140,1170.5,540.5,317.5,285,12
"M",480,380,135,528,200,139.5,160,14
"F",495,385,135,662.5,300.5,163.5,185,11
"F",400,335,115,433.5,210.5,120.5,120,10
"M",410,310,125,359.5,141.5,88.5,115,11
"F",595,465,145,1107,402,241.5,310,12
"F",625,475,130,859.5,319.5,177.5,240,13
"M",520,425,155,773.5,297,123,255,17
"M",465,360,125,436.5,169,107.5,145,11
"F",475,375,140,501,192,117.5,175,13
"F",500,405,140,673.5,265,124,250,18
"M",460,355,110,415,215,82,130,12
"M",485,385,125,477.5,200,78.5,170,12
"F",465,390,140,555.5,213,107.5,215,15
"M",525,415,160,644.5,260,157.5,220,12
"F",655,530,190,1428,493,318,565,18
"M",690,540,185,1619.5,533,353,555,24
"M",550,450,170,810,317,157,220,11
"F",580,475,165,1038.5,414,260,305,13
"F",590,475,155,971.5,371,235,280,11
"M",565,440,155,868,348,217,260,11
"F",665,570,185,1522,696.5,302.5,405,13
"F",620,510,175,1125.5,498.5,227,315,14
"M",550,460,130,708.5,305,145.5,205,12
"F",605,475,145,1018.5,469.5,225,270,15
"M",535,420,160,720,275,164,225,15
"F",510,395,120,617.5,262,122,193,12
"M",530,405,130,738,284.5,170,193,9
"F",495,375,150,597,261.5,135,178,11
"M",575,455,185,1156,552.5,243,295,13
"F",630,500,160,1220,490.5,300,345,14
"M",590,450,120,748.5,334.5,131.5,220,14
"F",605,485,165,1073.5,437,205,330,14
"M",645,500,190,1229,524,278,395,17
"F",620,500,175,1146,477,230,390,13
"M",605,485,175,1145,432.5,270,405,16
"F",615,500,205,1105.5,444.5,227,390,16
"F",660,525,190,1670,652.5,487.5,490,11
"F",710,575,175,1555,646.5,370.5,520,15
"F",565,450,185,928.5,302,180.5,265,12
"F",570,435,140,808.5,323.5,183,220,16
"I",600,445,175,1057,383,216,355,16
"I",410,300,115,259.5,97,51.5,80,10
"F",450,325,135,438,180.5,116.5,110,9
"M",275,200,80,99,37,24,30,5
"I",485,355,120,508.5,210,122,135,9
"F",620,485,165,1166,483,238,355,13
"F",480,380,135,507,191.5,136.5,155,12
"F",505,410,150,634.5,243,133.5,215,17
"M",400,310,110,314,138,57,100,11
"I",450,355,115,438.5,184,108,112.5,11
"M",350,260,90,195,74.5,41,65.5,9
"M",440,350,140,451,171,70.5,184,16
"M",265,200,65,84,34,10.5,30,7
"M",165,125,40,24.5,9.5,4.5,8,4
"F",705,555,200,1468.5,471.5,323.5,520,19
"F",535,425,155,776.5,302,156.5,250,16
"I",490,385,140,542.5,198,127,175,11
"F",480,370,130,588.5,247.5,150.5,159.5,15
"F",395,300,105,337.5,143.5,75.5,98,12
"I",375,280,100,256.5,116.5,58.5,72.5,12
"M",345,265,90,163,61.5,37,48.5,10
"I",550,415,135,809.5,298.5,201.5,280,12
"I",635,480,200,1365.5,625.5,259.5,425,16
"I",575,475,170,967,377.5,284,275,13
"F",545,435,150,685.5,290.5,145,225,10
"F",385,305,125,314,146,55.5,80,10
"F",510,340,180,700.5,312,165,200,11
"I",440,340,125,489.5,173.5,87.5,200,13
"I",450,360,125,450,191,86.5,145,12
"I",390,300,105,259,95.5,38,85,8
"F",425,325,135,382,146.5,79,140,12
"F",450,350,125,443.5,185,90,145,11
"I",660,525,180,1693.5,602.5,400.5,420,15
"F",685,525,175,1710,541.5,309,580,16
"F",585,475,185,857.5,346.5,178.5,275,12
"I",540,435,145,970,428.5,220,264,17
"F",490,390,135,590,215,125,184.5,12
"M",430,330,95,340,131.5,85,112,14
"F",455,365,110,385,166,46,134.5,13
"I",495,380,145,515,175,98,212,13
"F",480,380,145,590,232,141,230,12
"I",470,400,160,510,161.5,73,198,14
"M",415,320,100,300.5,121.5,57.5,104,11
"I",490,385,115,683,326.5,161.5,165,13
"I",470,375,105,468,166.5,108,170,10
"I",445,345,130,407.5,136.5,64.5,180,11
"F",510,380,130,584,224,135.5,185,13
"F",520,405,145,829,353.5,168.5,205,15
"I",475,365,140,454.5,171,118,158,8
"F",455,360,110,438.5,206,98,125,10
"I",435,340,110,407,168.5,73,130,10
"I",390,300,100,308.5,138.5,73.5,85,6
"I",375,285,100,239,105,55.5,70,8
"M",285,215,75,106,41.5,23,35,5
"I",580,445,170,1178,393.5,216.5,315,20
"F",580,440,175,1073,400.5,234.5,335,19
"M",410,315,95,306,121,73.5,90,9
"M",410,300,100,301,124,69,90,9
"I",540,405,150,758.5,307,207.5,190,10
"M",330,245,85,171,65.5,36.5,55,11
"I",440,310,115,362.5,134,82,120,11
"M",280,210,65,90.5,35,20,30,5
"I",590,465,195,1088.5,368.5,187,375,17
"I",610,480,165,1097,421.5,264,335,13
"I",610,460,170,1278,410,257,370,17
"M",455,345,125,440,169,106.5,135,12
"M",330,235,90,163,61.5,34,55,10
"I",440,330,135,522,170,90.5,195,16
"M",540,405,155,971.5,322.5,194,290,19
"F",475,375,125,588,237,171.5,155,10
"F",460,330,150,532.5,208.5,180.5,125,10
"I",310,235,90,127,48,31,40,6
"I",255,190,70,81.5,28,16,31,5
"M",335,255,75,163.5,61.5,34.5,57,8
"I",295,210,80,100,38,26,31,8
"I",190,130,45,26.5,9,5,9,5
"M",545,435,165,995.5,324.5,266.5,325,19
"M",495,400,120,660.5,260.5,161,190,15
"M",500,375,130,721,305.5,172.5,220,14
"F",305,225,70,148.5,58.5,33.5,45,7
"F",475,350,115,487,194,145.5,125,13
"M",515,400,125,955,341,253.5,260,13
"M",545,410,145,873,303.5,196,310,18
"M",740,535,185,1650,734,450.5,335,13
"M",565,465,150,1128.5,377,352.5,330,16
"M",560,440,160,1111.5,503.5,278.5,260,10
"M",545,420,125,974.5,353,174,305,13
"M",645,515,185,1460.5,583.5,315.5,410,19
"M",575,435,130,1010.5,368,222,320,10
"M",620,480,160,1076.5,412,253,300,13
"F",605,450,165,1222.5,357,202,385,13
"M",605,475,160,1616,549.5,332,340,18
"F",475,375,150,559,195.5,121.5,194.5,12
"M",365,285,85,220.5,85.5,51.5,70,9
"F",460,350,115,440,190,102.5,130,8
"M",530,430,135,879,280,216.5,250,10
"M",480,395,150,681.5,214.5,140.5,249.5,18
"M",455,345,150,579.5,168.5,125,215,13
"I",350,265,110,209,66,59,75,9
"M",370,280,105,224,81.5,57.5,75,8
"I",340,250,75,176.5,78.5,40.5,50,7
"I",350,280,75,196,82,40,64,8
"I",350,265,80,192,81,46.5,53,6
"I",390,315,90,309.5,147,50,90,7
"I",395,310,95,313,131,72,93,7
"I",415,310,105,359.5,167,83,91.5,6
"I",430,320,100,385.5,192,74.5,100,7
"I",480,355,115,578.5,250,106,184,8
"M",490,395,120,674,332.5,123.5,185,9
"F",490,370,105,526.5,249,100.5,148,7
"F",560,465,160,1031.5,432,202.5,337,9
"M",560,450,140,900,472,182,218,7
"M",580,460,150,1016.5,491,221,265,9
"F",580,480,180,1249.5,494.5,270,371,8
"M",590,470,135,1168.5,539,279,280,8
"F",595,475,165,1148,444,214,370,10
"M",600,475,150,1089,519.5,223,292,11
"M",610,470,155,1032.5,497,217.5,278.5,9
"F",630,475,150,1172,536,254,316,11
"M",640,510,170,1371.5,567,307,409,10
"F",650,545,185,1505.5,656.5,341,430,10
"M",710,550,200,1904.5,882,440,500,13
"M",740,605,200,2492.5,1145.5,575,523.5,13
"I",250,180,65,80.5,34.5,18.5,21.5,4
"I",280,210,65,111,42.5,28.5,30,6
"I",325,240,75,152,65,30.5,45,6
"I",350,265,95,199,73,49,60,5
"I",360,270,90,219,97,40.5,65,6
"I",365,270,105,215.5,91.5,47.5,63,6
"I",370,280,90,256.5,125.5,64.5,64.5,6
"I",375,285,90,257,104.5,62,75,7
"I",380,275,95,250.5,94.5,65.5,75,6
"I",395,300,90,279,134,49,75,8
"I",430,335,105,378,188,78.5,90,6
"I",440,350,125,456,210,95.5,131,8
"I",465,370,100,505.5,234,110,140,7
"F",465,355,115,470.5,195.5,118,126,7
"M",480,370,130,643,349,115.5,135,8
"I",485,370,100,513,219,107.5,130,7
"F",490,400,115,569,256,132.5,145,9
"I",495,400,145,578,254.5,130.5,164.5,8
"I",500,385,110,596,301.5,104,151,8
"F",505,390,120,572.5,255.5,132.5,146,8
"M",520,390,120,643.5,288.5,157,161,7
"M",520,395,125,811.5,403.5,166,200,7
"F",525,440,125,711.5,320.5,159,191.5,7
"M",550,440,155,915.5,364.5,195,250,8
"F",555,440,145,881.5,430,197.5,215.5,8
"F",555,420,110,931,444.5,171,225,8
"F",575,460,165,1065,498.5,214.5,281.5,8
"M",600,475,155,1138.5,502,229.5,310,9
"F",610,480,160,1234,598,238,315,12
"F",610,495,175,1263.5,530,315,345.5,10
"F",610,470,160,1074.5,492.5,236,290,8
"M",615,505,190,1403,671.5,292.5,365,8
"M",620,485,165,1132.5,523.5,250.5,282.5,9
"F",625,495,160,1111.5,449.5,282.5,345,11
"F",625,470,170,1255,525,241.5,405,10
"M",625,485,170,1437,585.5,293,475,11
"M",635,495,155,1363.5,583,298.5,295,10
"F",640,480,195,1143.5,491.5,234.5,353,9
"M",640,500,170,1454.5,642,357.5,354,9
"M",660,525,180,1478,581.5,381,372,10
"F",665,520,165,1688.5,729.5,407,426.5,11
"F",715,585,230,2072.5,865.5,409.5,565,10
"M",720,565,200,1787,718,385,529,11
"F",725,580,185,1523,804.5,359.5,437.5,9
"I",165,120,50,21,7.5,4.5,14,3
"I",210,150,55,45.5,20,6.5,13,4
"I",355,265,85,243.5,122,52.5,60,6
"I",400,315,85,267.5,116,58.5,76.5,6
"I",400,290,100,258,104,59,81.5,7
"I",400,300,110,298.5,137.5,71,75,6
"I",435,335,110,411,202.5,94.5,100,7
"I",440,330,110,380,197,79,90,7
"I",450,340,105,438.5,210,92.5,120,8
"I",465,345,105,401.5,242,34.5,109,6
"I",470,355,145,448.5,156,102,123,7
"I",470,355,115,415.5,167,84,139,7
"I",475,420,160,709.5,350,150.5,184.5,8
"I",485,370,115,637,380,133.5,128,7
"F",505,475,160,1115.5,509,239,306.5,8
"I",510,405,130,599,306.5,115.5,148.5,8
"I",520,380,130,534.5,237.5,122,153.5,8
"F",530,420,140,627,290.5,116.5,183,8
"M",535,420,160,746.5,348,151.5,218.5,10
"M",550,440,160,985,464.5,201,270,8
"M",555,440,145,850,416.5,168.5,230,8
"M",555,440,150,838,415.5,146,230,8
"F",555,430,135,812,405.5,163,221.5,9
"M",560,415,130,761.5,369.5,170,195.5,8
"M",575,440,145,870,394.5,219.5,225,8
"F",585,450,145,983.5,484.5,242,220,9
"M",590,460,145,929,380,240,255,10
"F",595,470,165,1015.5,491,190.5,289,9
"M",600,410,145,939,447.5,196,268,8
"M",600,475,160,1164,504.5,263.5,335,12
"M",610,470,175,1214,531.5,283.5,325,10
"F",615,490,190,1134.5,469.5,257,348,11
"F",620,510,180,1233,592,274,322,10
"M",625,495,180,1081.5,471.5,254,313.5,10
"M",625,470,175,1179,605,258,271,9
"F",640,500,165,1163.5,554,239,320,11
"F",640,475,175,1154.5,486.5,341,288,9
"F",645,520,175,1334.5,667,266.5,355,10
"M",650,505,180,1469,711.5,333.5,380,9
"M",655,520,180,1492,718.5,360,355,11
"F",655,540,175,1558.5,728.5,402,385,11
"F",660,500,175,1327.5,556,280.5,408.5,9
"M",670,525,180,1661.5,800.5,364.5,430,10
"F",690,525,190,1492,642.5,390.5,420,12
"F",700,575,200,1736.5,775.5,396.5,461,11
"F",700,560,175,1660.5,860.5,327.5,398,11
"M",710,570,195,1348,898.5,443.5,453.5,11
"M",715,545,180,1740.5,871,347,449,10
"F",720,545,185,1718.5,792.5,401,468,11
"I",215,150,55,41,15,9,12.5,3
"I",240,185,60,65.5,29.5,0.5,20,4
"I",260,205,70,97,41.5,19,30.5,4
"I",320,240,85,131,61.5,26.5,38,6
"I",330,230,85,169.5,79,26,50.5,6
"I",335,260,85,192,97,30,54,6
"I",350,260,90,176.5,72,35.5,57.5,7
"I",350,265,85,173.5,77.5,34,56,6
"I",360,265,75,178.5,78.5,35,54,6
"I",360,265,90,205.5,96,37,58.5,7
"I",365,275,90,234.5,108,51,62.5,7
"I",380,285,90,230.5,100.5,39,77.5,7
"I",400,310,115,314,154.5,59.5,87,6
"I",400,315,90,330,151,68,80,6
"I",400,265,100,277.5,124.5,60.5,80,9
"I",425,325,110,405,169.5,92,106.5,8
"I",430,325,105,309,119,80,98,6
"M",435,335,110,438.5,207.5,71.5,131.5,7
"I",435,340,120,396,177.5,81,125,8
"I",445,355,95,361.5,141.5,78.5,120,8
"I",450,350,110,514,253,104.5,140,8
"I",455,435,110,426.5,195,90,120.5,8
"I",460,340,90,384,179.5,68,110,8
"I",475,355,125,486.5,215.5,110.5,142,9
"I",475,360,135,435.5,196,92.5,125,8
"I",475,350,115,498,237.5,99,140,7
"I",480,355,125,494,238.5,83.5,150,9
"F",495,370,120,594,280,110,137.5,7
"I",500,365,125,528,229,103,164.5,9
"M",505,390,115,558.5,257.5,119,153.5,8
"I",515,400,135,636,305.5,121.5,185.5,9
"I",525,390,105,567,287.5,107.5,160,8
"I",530,405,130,661.5,294.5,139.5,190,9
"I",530,420,130,658,296,124.5,198,8
"M",535,415,135,780,316.5,169,236.5,8
"I",535,410,130,607.5,268,122.5,197.5,9
"I",540,410,135,702.5,310,177,200,8
"I",550,425,155,872.5,412,187,242.5,10
"F",565,450,175,1236.5,530.5,245.5,308,10
"M",570,470,155,1186,635.5,231.5,277,10
"I",570,420,130,774.5,353.5,150.5,236.5,9
"F",570,420,160,887.5,431.5,191.5,223,8
"I",575,455,155,872.5,349,209.5,285,8
"I",575,440,125,851.5,455.5,171.5,196.5,9
"F",575,475,160,895,360.5,221,271,9
"M",575,450,155,886,360.5,211,257.5,9
"I",580,460,140,926.5,413.5,184.5,270,10
"I",580,460,140,829.5,391.5,165,238,10
"I",580,470,150,907,444,185.5,244.5,11
"M",580,470,165,1041,540,166,279,9
"F",585,465,165,935.5,403.5,227.5,259,9
"F",585,460,165,1058,486,250,294,9
"F",595,465,145,795.5,342.5,179.5,242.5,10
"F",600,470,170,1080.5,499.5,224.5,320.5,9
"M",600,470,150,928,422.5,183,275,8
"F",600,475,155,1059,441,190,390,11
"M",600,475,230,1157,522,223.5,360,11
"F",600,475,170,1088,490.5,247.5,310,10
"F",600,485,145,776,354.5,158.5,239,9
"F",620,480,165,1043,483.5,221,310,10
"M",625,480,160,1141.5,579.5,214.5,290,9
"F",625,475,160,1333.5,605,287.5,319,10
"F",625,500,175,1273,564,302,374,9
"M",625,490,165,1183.5,517,237.5,390,11
"M",625,485,160,1213.5,631,223.5,302,9
"I",630,465,150,1031.5,426.5,240,325,11
"M",635,495,170,1369.5,657,305.5,365,10
"M",650,515,185,1374.5,750,180.5,369,12
"M",650,515,180,1463,658,313.5,411.5,11
"F",650,520,195,1627.5,689,390.5,432,11
"F",650,475,165,1387.5,580,348.5,309.5,9
"M",655,525,160,1460,686,311,405,11
"F",655,530,165,1283.5,583,125.5,400,8
"F",660,500,155,1376.5,648.5,288,335,12
"M",660,515,200,1646.5,749,422,401,11
"M",675,515,145,1265,602.5,299,325,10
"M",685,530,170,1560,647,383,465,11
"M",715,520,180,1600,708,352.5,445,12
"M",735,555,220,2333,1239.5,364.5,619.5,12
"I",175,125,40,28,9.5,8,9,4
"I",370,285,95,226,113.5,51.5,67.5,8
"I",395,300,90,285.5,138.5,62.5,77,5
"I",420,325,110,325,124.5,75.5,102.5,7
"I",455,370,110,514,238.5,123.5,126,8
"I",495,375,115,575.5,310,114.5,139.5,8
"F",510,375,110,580.5,286.5,118,148,7
"M",515,390,140,678,341,132.5,119,8
"M",545,430,155,803.5,409,144,228,7
"F",555,405,120,913,458.5,196,206.5,9
"M",580,450,160,867.5,393.5,221,215,9
"F",590,465,170,1042.5,463.5,240,270,10
"M",600,460,180,1140,423,257.5,365,10
"F",610,490,170,1347.5,704.5,250,304.5,11
"M",615,475,155,1073.5,437.5,258.5,310,11
"M",615,475,190,1433.5,731.5,305,328.5,9
"M",615,495,200,1304,579.5,311.5,371,14
"M",620,460,160,950.5,491.5,200,228,9
"M",630,515,170,1385,635.5,295.5,380,11
"F",640,500,170,1120,495.5,264.5,320,12
"F",640,500,170,1264.5,565,337.5,315,9
"F",655,455,170,1275,583,303,333,8
"M",655,505,165,1270,603.5,262,335,10
"M",660,530,175,1583,739.5,350.5,405,10
"F",665,500,175,1435.5,643,345,370,9
"F",670,525,195,1420,573,368,390.5,10
"M",690,530,190,1595.5,678,331,480,10
"M",715,525,200,1890,950,436,430.5,10
"F",735,565,225,2037,870,514.5,567.5,13
"I",270,205,50,84,30,18.5,29,6
"I",285,225,70,100.5,42.5,18.5,35,7
"I",295,220,85,128.5,58.5,27,36.5,5
"I",300,225,75,134.5,57,28,44,5
"I",300,220,65,119.5,52,15.5,35,5
"I",360,265,85,189.5,72.5,51.5,55,6
"I",370,275,95,257,101.5,55,82.5,6
"I",390,290,90,274.5,135,45.5,78,8
"I",435,325,100,342,133.5,83.5,105,6
"I",440,340,105,344,123,81,125,8
"I",440,320,95,327.5,149.5,59,100,8
"I",445,345,120,403.5,169,82.5,130,7
"I",465,370,115,407.5,151.5,93.5,145.5,9
"I",465,355,120,497.5,237.5,99,140,8
"I",470,345,120,368.5,152.5,61.5,125,8
"I",475,365,105,417.5,164.5,99,127,7
"I",475,335,100,442.5,189.5,86,135,9
"I",475,350,125,422.5,190.5,79,135.5,9
"I",485,365,125,426,163,96.5,151,8
"I",490,390,120,511,220.5,103,174.5,9
"I",515,405,130,573,213,134,195,9
"I",520,415,140,638.5,294.5,140.5,171,8
"I",525,405,125,657,298.5,150.5,168,10
"F",525,425,140,873.5,420.5,182,222.5,10
"I",530,425,130,781,390.5,200.5,215,9
"I",530,420,140,676.5,256,185.5,208,9
"M",530,410,125,769,346,173,215,9
"I",530,395,125,623.5,297.5,108,195,11
"M",535,405,140,731.5,336,156,190,7
"I",535,450,155,807.5,365.5,148,259.5,10
"M",545,410,140,737,349,150,212,9
"F",545,410,125,654,294.5,131.5,205,10
"I",550,415,150,791.5,353.5,176,236,10
"I",550,450,140,753,344.5,132.5,240,8
"I",550,400,135,717,331.5,149.5,221,9
"I",555,430,150,783,345,175.5,247,9
"I",575,450,145,872,467.5,180,217,9
"I",575,440,150,983,486,215,239,8
"F",585,420,155,1034,437,222.5,320,11
"F",585,465,145,985.5,432.5,214.5,284.5,10
"I",585,460,140,763.5,326,153,265,9
"M",590,465,135,989.5,423.5,199,280,8
"I",595,470,135,936.5,434,184,287,10
"F",595,440,135,964,500.5,171.5,257.5,10
"F",595,460,155,1045.5,456.5,240,308.5,10
"F",595,450,165,1081,490,252.5,279,12
"M",600,470,160,1012,441,201.5,305,10
